1	100	90	95	88	90	90	76	80	77	90	90
1	95	85	80	80	85	80	75	85	80	90	80
1	100	100	100	100	100	83	100	100	82	88	100
1	75	50	80	60	55	100	50	75	95	80	100
1	80	90	100	80	98	96	90	100	80	100	100
1	80	84	79	81	80	67	96	95	83	87	99
1	100	85	100	91	100	100	90	100	100	100	100
1	76	76	87	88	76	83	75	88	88	91	86
2	77	67	100	48	65	100	100	73	80	65	100
1	100	100	100	60	70	40	100	100	50	50	100
1	95	97	100	100	93	91	91	95	86	88	100
1	60	70	80	80	80	60	74	76	60	80	100
1	99	90	99	90	91	95	90	99	91	95	99
1	100	100	100	90	95	100	95	95	100	95	100
2	81	99	100	87	100	100	82	95	100	83	100
1	100	100	100	100	100	100	81	100	100	100	100
2	100	90	100	80	90	100	80	100	100	100	100
1	96	94	94	92	93	90	74	85	85	81	100
1	100	100	100	100	100	100	100	100	100	100	100
1	100	100	10	97	100	100	100	100	100	100	90
1	95	75	95	80	80	95	80	80	95	95	90
1	85	86	94	91	83	76	90	94	86	83	100
2	63	69	70	65	58	60	46	51	62	63	85
1	88	57	53	55	60	64	74	59	63	78	56
1	100	95	95	96	96	97	100	98	98	96	100
1	90	91	85	72	85	72	80	80	72	95	100
1	90	100	100	90	100	100	100	100	95	100	100
1	90	82	73	71	79	60	72	92	58	70	95
1	71	76	100	100	73	100	74	97	100	100	100
1	100	100	100	100	100	75	100	100	76	100	100
2	82	82	83	90	86	84	82	84	80	81	81
2	100	53	100	38	37	37	22	66	30	38	100
1	96	100	100	97	100	93	100	100	94	92	100
1	79	65	80	65	65	65	65	80	80	80	90
2	79	79	99	69	68	67	68	97	75	78	100
1	90	80	90	90	80	81	75	80	80	85	85
2	100	100	100	100	100	90	100	100	100	100	100
1	99	81	99	97	99	87	90	95	78	85	100
1	100	100	100	100	100	88	91	100	91	100	100
1	100	70	75	59	65	66	85	71	61	90	100
1	100	100	100	100	100	83	100	100	80	100	100
1	100	100	100	100	100	100	100	100	100	100	100
1	100	100	100	100	100	80	100	100	91	96	100
1	100	100	100	100	100	100	100	100	100	100	100
1	100	100	100	100	100	80	100	100	80	90	100
1	100	100	100	87	100	90	90	100	95	100	100
1	85	75	75	81	76	51	82	74	52	81	80
1	100	100	100	100	100	100	100	100	100	100	100
1	100	64	100	53	45	19	19	100	24	100	100
1	100	100	100	100	90	90	100	95	90	95	100
2	80	80	100	60	70	60	60	80	80	100	100
1	100	100	100	100	100	100	80	100	100	100	100
1	94	86	86	87	82	75	98	92	79	84	82
1	100	100	100	100	100	100	100	100	90	100	100
1	100	100	100	100	100	100	100	100	100	100	100
1	100	95	100	97	97	97	97	100	100	100	100
2	100	87	92	76	98	93	91	97	90	100	100
1	90	100	95	95	100	90	100	100	95	95	100
2	100	90	95	80	85	75	90	90	94	84	100
1	89	87	100	77	79	75	62	68	60	67	100
1	53	85	85	83	60	54	62	83	59	76	82
1	100	100	100	100	100	100	100	100	100	100	100
1	95	86	88	86	92	90	82	92	86	89	93
1	100	90	90	85	90	80	85	80	80	88	90
1	100	100	100	80	81	89	70	100	100	100	100
1	100	100	100	100	100	100	100	100	100	100	100
1	73	91	1	93	3	3	84	96	81	91	89
1	95	95	95	95	95	90	95	95	90	90	85
1	84	90	92	93	97	96	83	90	95	92	98
2	100	100	100	100	100	100	96	100	100	100	100
1	100	100	100	90	100	100	100	100	100	100	100
1	90	95	100	95	95	100	80	100	95	100	100
1	91	81	82	69	72	47	52	74	49	68	79
2	98	98	98	90	98	98	95	98	90	98	98
1	81	81	82	83	83	83	83	84	84	85	84
2	80	96	100	94	100	52	97	100	53	100	100
2	85	70	75	80	80	85	75	95	90	100	100
1	100	75	100	100	100	75	75	100	75	100	80
1	90	90	70	85	90	90	90	90	90	90	90
1	100	100	100	100	95	95	100	100	96	95	100
1	91	91	90	80	80	41	90	86	50	69	95
1	100	96	100	100	98	100	95	100	100	100	100
1	100	93	100	89	91	88	84	98	81	100	100
1	100	67	100	48	53	33	41	64	97	100	100
1	100	94	98	86	95	93	97	96	95	93	98
1	100	100	100	80	100	80	100	100	80	100	100
1	100	90	100	91	88	81	96	89	88	90	98
1	91	92	100	100	100	90	100	99	90	91	100
1	100	100	100	100	100	75	97	100	91	100	100
1	94	93	95	93	94	94	77	84	91	90	92
1	100	100	100	100	100	100	100	100	100	100	100
1	70	80	100	40	50	70	70	100	55	55	30
1	100	73	91	100	100	100	75	90	100	100	100
1	90	90	90	90	90	85	95	90	90	90	95
2	100	100	100	100	100	100	100	100	100	100	100
1	54	85	59	94	92	52	54	92	49	92	99
1	100	100	100	99	99	92	100	99	91	99	100
2	95	75	95	70	70	75	60	70	75	95	95
2	40	10	60	10	10	50	50	10	50	10	75
2	100	69	82	70	83	82	74	90	74	75	90
1	99	94	94	95	99	94	89	90	91	93	93
1	96	95	95	90	95	100	95	95	95	95	95
2	66	66	68	64	68	70	63	66	68	70	64
2	81	88	100	84	91	91	98	86	85	94	100
1	100	100	100	91	100	85	95	100	100	100	100
1	100	100	100	100	100	100	100	100	100	100	100
1	99	91	91	85	90	100	90	90	100	90	90
1	100	100	100	100	100	80	100	100	100	100	100
1	91	90	92	100	93	72	90	100	100	100	50
1	100	90	100	90	90	100	90	90	100	90	100
1	75	80	100	80	85	90	70	75	90	90	100
1	72	74	74	76	75	65	65	65	70	69	68
1	100	60	65	73	74	75	44	71	72	74	75
1	90	87	90	82	85	70	98	80	70	80	95
1	72	70	70	62	59	65	56	69	64	72	88
1	60	90	90	90	90	40	90	90	20	90	85
1	100	100	100	100	100	100	100	100	100	100	100
2	100	100	100	100	100	100	100	100	100	100	100
2	90	74	82	78	77	66	67	78	55	92	91
1	100	85	100	81	100	77	100	87	100	100	100
1	80	60	85	51	80	54	72	57	48	64	73
1	91	81	100	100	99	90	80	100	90	100	100
1	100	90	100	95	95	100	95	95	100	95	100
1	100	100	100	80	100	100	95	100	80	100	100
2	93	92	98	94	90	88	92	97	93	89	99
1	46	34	56	30	32	45	46	53	55	44	47
1	100	90	90	85	90	100	90	90	100	100	90
1	87	83	89	92	100	100	92	100	100	100	100
1	70	63	86	86	75	77	65	81	74	85	86
1	85	85	85	70	90	70	85	85	89	95	90
1	100	80	100	90	90	80	80	80	80	80	100
1	100	100	100	100	100	75	100	100	100	100	100
2	90	30	90	20	30	80	30	30	80	80	90
1	80	80	80	70	70	70	40	70	70	80	80
1	100	90	90	90	90	80	90	90	75	75	90
1	100	82	87	85	89	74	93	86	85	84	91
1	45	60	50	20	50	40	30	50	50	55	75
2	100	95	95	65	100	100	98	98	94	90	95
1	100	88	100	95	97	97	92	98	96	95	99
1	95	90	90	90	90	80	90	95	90	90	95
