1	34	33	28	36	36	42	34	30	35	38	36
1	100	100	100	100	100	100	100	100	100	100	100
1	100	100	100	81	88	48	100	80	79	60	86
1	100	82	87	88	75	85	86	83	80	82	80
2	85	90	100	95	95	89	100	92	85	90	100
1	100	100	100	78	100	54	64	100	39	100	100
1	94	92	93	95	96	93	86	93	99	95	93
1	80	81	88	81	83	76	82	83	77	82	91
2	100	100	100	100	85	90	100	100	90	90	100
1	100	95	90	85	90	90	85	90	85	90	90
1	95	98	100	88	93	78	98	93	84	81	98
1	100	95	95	95	95	95	95	100	95	100	100
1	100	100	100	95	100	100	100	100	100	100	100
1	95	97	96	85	95	85	98	97	85	96	98
1	100	82	100	100	80	100	74	81	100	100	100
1	100	95	100	96	95	91	95	100	96	100	100
1	100	100	100	90	90	75	90	100	75	100	100
1	100	86	100	85	85	100	75	85	100	99	99
1	81	86	99	99	94	70	94	77	85	90	93
1	100	100	100	90	100	100	100	100	100	100	100
1	100	100	100	100	100	100	100	100	100	100	100
2	75	75	75	60	63	48	53	66	63	60	85
1	46	70	95	90	95	95	20	20	95	80	100
1	95	100	100	68	81	76	59	93	95	100	100
1	100	100	100	100	100	100	100	100	100	100	100
2	91	94	90	78	96	86	97	95	86	98	90
1	100	93	80	78	85	85	81	100	84	100	100
2	70	100	100	80	100	70	90	100	70	100	100
2	8	6	39	7	30	32	16	27	39	100	85
2	100	100	100	81	100	100	81	100	100	100	100
1	100	100	90	90	100	85	91	90	91	91	100
1	95	80	95	59	84	65	74	89	61	63	60
1	90	90	90	60	80	60	90	80	60	60	80
2	100	71	87	76	78	74	55	74	71	85	93
2	100	100	100	100	100	100	48	100	100	100	100
1	100	100	100	68	100	73	72	99	74	85	90
2	100	100	100	100	100	42	86	100	63	100	100
1	100	90	100	90	90	89	90	89	81	89	100
1	100	85	90	90	90	100	90	95	100	100	95
2	100	78	100	75	100	81	80	99	80	81	100
1	100	100	100	100	95	100	90	100	100	100	100
2	90	90	90	88	90	88	90	90	90	90	98
1	100	85	94	70	100	100	95	100	100	100	100
1	91	85	74	95	67	20	99	50	22	43	73
1	100	100	100	80	100	100	100	100	100	100	100
1	75	96	100	95	96	98	99	98	98	99	99
1	100	100	100	100	100	100	100	100	100	100	100
1	90	90	97	95	95	85	95	95	82	96	97
1	65	66	78	75	69	72	63	70	71	73	74
1	80	60	90	70	65	65	75	75	65	80	100
1	62	100	100	75	100	93	70	90	93	90	74
1	100	81	96	70	94	46	46	76	41	54	99
1	100	100	100	100	100	100	100	100	100	100	100
1	92	88	90	89	89	80	90	90	80	90	89
1	100	62	90	65	60	64	59	75	68	100	100
1	97	96	96	96	96	96	97	97	97	98	96
1	100	100	100	91	100	100	92	100	100	100	100
1	100	100	100	100	100	100	100	100	100	100	100
1	80	62	81	20	59	38	55	35	51	59	58
2	86	88	87	88	90	90	91	89	88	90	90
1	100	100	100	46	100	83	72	94	79	87	100
2	100	80	100	100	76	90	100	81	100	100	100
1	41	100	100	95	100	30	90	100	25	100	100
1	94	95	100	95	94	94	90	94	94	97	97
